,0_scores,0_decoded,1_scores,1_decoded,2_scores,2_decoded,3_scores,3_decoded,4_scores,4_decoded,5_scores,5_decoded,6_scores,6_decoded,7_scores,7_decoded,8_scores,8_decoded,9_scores,9_decoded,10_scores,10_decoded,11_scores,11_decoded,12_scores,12_decoded,13_scores,13_decoded,14_scores,14_decoded,15_scores,15_decoded,16_scores,16_decoded,17_scores,17_decoded,18_scores,18_decoded,19_scores,19_decoded,20_scores,20_decoded,21_scores,21_decoded,22_scores,22_decoded,23_scores,23_decoded,24_scores,24_decoded,25_scores,25_decoded,26_scores,26_decoded,27_scores,27_decoded,28_scores,28_decoded,29_scores,29_decoded,30_scores,30_decoded,31_scores,31_decoded,32_scores,32_decoded,33_scores,33_decoded,34_scores,34_decoded,35_scores,35_decoded,36_scores,36_decoded,37_scores,37_decoded,38_scores,38_decoded,39_scores,39_decoded,40_scores,40_decoded,41_scores,41_decoded,42_scores,42_decoded,43_scores,43_decoded,44_scores,44_decoded,45_scores,45_decoded,46_scores,46_decoded,47_scores,47_decoded,48_scores,48_decoded,49_scores,49_decoded,50_scores,50_decoded,51_scores,51_decoded,52_scores,52_decoded,53_scores,53_decoded,54_scores,54_decoded,55_scores,55_decoded,56_scores,56_decoded,57_scores,57_decoded,58_scores,58_decoded,59_scores,59_decoded,60_scores,60_decoded,61_scores,61_decoded,62_scores,62_decoded,63_scores,63_decoded,64_scores,64_decoded,65_scores,65_decoded,66_scores,66_decoded,67_scores,67_decoded,68_scores,68_decoded,69_scores,69_decoded,70_scores,70_decoded,71_scores,71_decoded,72_scores,72_decoded,73_scores,73_decoded,74_scores,74_decoded,75_scores,75_decoded,76_scores,76_decoded,77_scores,77_decoded,78_scores,78_decoded,79_scores,79_decoded,80_scores,80_decoded,81_scores,81_decoded,82_scores,82_decoded,83_scores,83_decoded,84_scores,84_decoded,85_scores,85_decoded,86_scores,86_decoded,87_scores,87_decoded,88_scores,88_decoded,89_scores,89_decoded,90_scores,90_decoded,91_scores,91_decoded,92_scores,92_decoded,93_scores,93_decoded,94_scores,94_decoded,95_scores,95_decoded,96_scores,96_decoded,97_scores,97_decoded,98_scores,98_decoded,99_scores,99_decoded
0,-205.49523095626765,"[0.5836077270507812, 0.5652850036621093, 0.9019231262207031]",-310.63365513114815,"[0.5705592651367187, 0.8251109771728515, 0.3030200653076172]",-712.3859704952014,"[0.17532501220703126, 0.805751693725586, 0.6909526672363281]",-668.1419087625925,"[0.6876600646972656, 0.7971695861816406, 0.5663672943115234]",-836.9375923338254,"[0.23178704833984376, 0.9496811065673828, 0.6942605133056641]",-861.2355847202571,"[0.4816285095214844, 0.9632173614501953, 0.6284237060546874]",-883.744216147348,"[0.3540858917236328, 0.98878076171875, 0.6114424133300781]",-899.2291482787432,"[0.5960312042236328, 0.9960214385986328, 0.6317772827148438]",-884.0144029553105,"[0.23024745178222655, 0.98878076171875, 0.6116558227539063]",-903.7837094244055,"[0.48676557922363284, 0.9886893005371094, 0.6814102172851563]",-902.2143816622518,"[0.4773603210449219, 0.9898020782470703, 0.6323870239257813]",-895.0160715777655,"[0.9477756652832031, 0.9892228240966797, 0.672203125]",-455.05578936035255,"[0.9940702667236329, 0.4944483184814453, 0.6483622436523437]",-927.0081561466037,"[0.3228823852539062, 0.9961128997802734, 0.6571425170898437]",-374.9312606319435,"[0.1725049591064453, 0.9958994903564453, 0.9060388793945312]",-924.7982745968955,"[0.24579585266113282, 0.995960464477539, 0.6469903259277344]",-923.0289300632993,"[0.22128425598144533, 0.9997713470458984, 0.65708154296875]",-905.4084254122038,"[0.48670460510253905, 0.9994359893798828, 0.629414535522461]",-378.23849487113813,"[0.4868265533447266, 0.9997713470458984, 0.9068925170898438]",-930.3460172882866,"[0.49604888916015627, 0.9961433868408203, 0.6457403564453125]",-929.0107159058758,"[0.4272548370361328, 0.9998018341064453, 0.6449172058105469]",-912.9591973859873,"[0.19311421203613283, 0.9882472381591797, 0.6460604705810546]",-619.7081884687286,"[0.45268104553222654, 0.9970275115966797, 0.5172831268310547]",-911.8700162055848,"[0.43361138916015624, 0.9964482574462891, 0.6438501586914063]",-462.43613595194114,"[0.5365204620361328, 0.496353759765625, 0.6433623657226563]",-913.0855543555292,"[0.23704606628417968, 0.9958690032958984, 0.6433928527832031]",-915.270865183882,"[0.4974970245361328, 0.9951525573730469, 0.6562279052734376]",-926.6364620781848,"[0.9775005493164063, 0.9962043609619141, 0.6411368103027344]",-456.4440911597956,"[0.47877796936035155, 0.4966433868408203, 0.6411063232421875]",-924.6890239295578,"[0.4433520050048828, 0.9990549011230468, 0.6546578216552734]",-912.9428848298189,"[0.15756629943847655, 0.9990549011230468, 0.6476305541992188]",-909.8171187763292,"[0.2206745147705078, 0.9644216003417969, 0.6420819091796875]",-930.3427681511097,"[0.9700769500732422, 0.9958690032958984, 0.64830126953125]",-923.3512800228291,"[0.4790066223144531, 0.9993140411376953, 0.647676284790039]",-937.5683295076954,"[0.48054621887207033, 0.9987195434570313, 0.6474933624267578]",-933.4525613555271,"[0.7360430297851562, 0.9956403503417969, 0.6410453491210938]",-881.0282421172624,"[0.4809120635986328, 0.9647264709472656, 0.6562888793945313]",-464.3321762024657,"[0.7201440277099609, 0.4995549011230469, 0.652828598022461]",-933.3066591590493,"[0.3454275665283203, 0.9993292846679688, 0.631228515625]",-926.0635044853627,"[0.22114706420898436, 0.9993140411376953, 0.6469903259277344]",-922.1556701341752,"[0.3650155029296875, 0.9990549011230468, 0.6527066497802735]",-913.8084422056112,"[0.3148642883300781, 0.9997103729248047, 0.67561767578125]",-890.6674898027816,"[0.4782292022705078, 0.9668605651855469, 0.6474933624267578]",-375.94898684310965,"[0.9855491333007812, 0.9912959442138672, 0.896725082397461]",-930.7888906021925,"[0.9699550018310547, 0.9993140411376953, 0.6483165130615235]",-924.5280687923539,"[0.3376076354980469, 0.9980793151855468, 0.6557096252441407]",-910.2435301248194,"[0.7265158233642578, 0.9993140411376953, 0.6539261322021485]",-425.04147138700125,"[0.19059902954101562, 0.4684428558349609, 0.6392466125488281]",-930.4841095062455,"[0.22424150085449218, 0.9993597717285156, 0.645130615234375]",-904.604544939921,"[0.9733847961425781, 0.9994359893798828, 0.6325242156982422]",-909.8825818836009,"[0.9733847961425781, 0.9990701446533203, 0.679276123046875]",-683.4808818197265,"[0.724991470336914, 0.9998170776367188, 0.5302858581542969]",-922.7620671802921,"[0.7263938751220703, 0.9982012634277344, 0.6558773040771484]",-912.440317599555,"[0.4704854888916016, 0.9990549011230468, 0.6307864532470703]",-923.8514983571906,"[0.6455879211425781, 0.9991768493652343, 0.6451763458251953]",-931.3255413145267,"[0.14718545532226562, 0.9980793151855468, 0.6464720458984375]",-913.1427982443162,"[0.006701080322265625, 0.9942989196777344, 0.6529657897949219]",-936.1841682489248,"[0.4750737915039063, 0.9952135314941406, 0.6263810729980469]",-912.5627777822407,"[0.5060638885498047, 0.9945733032226562, 0.6481335906982422]",-919.5832597181604,"[0.6622643432617188, 0.9952135314941406, 0.6520359344482421]",-917.6351720988666,"[0.14712448120117189, 0.9913111877441406, 0.6538499145507812]",-920.8884240514624,"[0.09515928649902344, 0.9990396575927735, 0.6552065887451172]",-939.6375033416847,"[0.47329029846191406, 0.9990244140625, 0.6531944427490234]",-934.7851006344628,"[0.1976567840576172, 0.9996646423339843, 0.6478592071533203]",-920.0683950118633,"[0.9034932098388672, 0.9990549011230468, 0.6546578216552734]",-930.823114891938,"[0.10040306091308594, 0.9994207458496094, 0.6474019012451172]",-938.2175064887564,"[0.22072024536132812, 0.9994207458496094, 0.6473866577148437]",-930.2284331754638,"[0.9387057647705078, 0.9996646423339843, 0.6507554779052734]",-917.5698560447058,"[0.47042451477050784, 0.9998323211669922, 0.6353442687988281]",-928.4893376619597,"[0.4737780914306641, 0.9991768493652343, 0.6547187957763672]",-899.9370285442617,"[0.5509103546142579, 0.9836436920166015, 0.6318687438964844]",-922.2203440148375,"[0.22837249755859376, 0.9991768493652343, 0.6531944427490234]",-908.0693447002054,"[0.9348186645507812, 0.9998780517578125, 0.6531944427490234]",-924.0704375153747,"[0.2467257080078125, 0.9991768493652343, 0.65317919921875]",-913.1427203099094,"[0.4087187042236328, 0.9986890563964844, 0.6553895111083985]",-386.76560245933496,"[0.4087187042236328, 0.9979116363525391, 0.9054596252441406]",-918.0487353633027,"[0.1957056121826172, 0.9996646423339843, 0.65317919921875]",-917.3325586733573,"[0.24677143859863282, 0.9997408599853516, 0.6513347320556641]",-904.3030784394231,"[0.41073085021972655, 0.9999847564697265, 0.6455269470214844]",-931.4827506799521,"[0.0438038330078125, 0.9990549011230468, 0.651471923828125]",-917.0433818843583,"[0.9118314208984375, 0.9994207458496094, 0.65122802734375]",-919.318395684929,"[0.5364290008544922, 0.9996341552734375, 0.64342333984375]",-914.7720013885718,"[0.7385277252197265, 0.9999695129394531, 0.65122802734375]",-875.7504883398102,"[0.42335249328613284, 0.9682782135009765, 0.646456802368164]",-894.7629973667874,"[0.22419577026367188, 0.9967378845214844, 0.6553895111083985]",-934.7620790559457,"[0.4894027099609375, 0.9996036682128906, 0.6515938720703125]",-952.1230286996569,"[0.4972073974609375, 0.9993597717285156, 0.6424782409667968]",-641.8034005541433,"[0.06433686828613282, 0.983521743774414, 0.5229537200927734]",-909.3638834694061,"[0.5988817443847656, 0.99951220703125, 0.6451458587646485]",-920.6283421387386,"[0.24431723022460938, 0.9998475646972657, 0.6359082794189453]",-927.3196263781117,"[0.03689851379394531, 0.9996036682128906, 0.6522950744628906]",-922.4580513413619,"[0.5049511108398438, 0.9995731811523437, 0.6542310028076171]",-924.1106142009764,"[0.911465576171875, 0.9940702667236329, 0.6503439025878907]",-891.9489435414695,"[0.5988360137939454, 0.9683849182128906, 0.6537279663085938]",-912.8713278830235,"[0.6147502593994141, 0.9959299774169922, 0.6479049377441406]",-920.9985442258829,"[0.7246865997314453, 0.9999847564697265, 0.65415478515625]",-944.8984806509158,"[0.19299226379394532, 0.9995731811523437, 0.64830126953125]",-917.8573812681426,"[0.7253573150634766, 0.9996189117431641, 0.6543681945800781]",-921.323174035444,"[0.5515200958251953, 0.9991158752441406, 0.6522798309326172]",-920.1224388856012,"[0.544264175415039, 0.9997256164550781, 0.6500390319824219]"
1,-288.2889391662601,"[0.014063705444335939, 0.7528109130859375, 0.2977458038330078]",-347.57773785362184,"[0.9556870574951172, 0.9610222930908203, 0.9668758087158204]",-863.6150934760259,"[0.9566626434326172, 0.9647874450683593, 0.6896417236328125]",-498.39342167662136,"[0.9228372497558593, 0.5900404968261719, 0.722201904296875]",-791.4994350144881,"[0.3562352294921875, 0.8790730743408203, 0.6912422943115234]",-854.3350042158654,"[0.8222451934814453, 0.9911435089111328, 0.7146106262207031]",-851.0433805298186,"[0.3442843017578125, 0.9647874450683593, 0.6897026977539062]",-894.4568987673257,"[0.1697001495361328, 0.9648941497802734, 0.6568224029541015]",-920.3442579014164,"[0.3540858917236328, 0.9887960052490234, 0.6598863525390625]",-348.6472993930805,"[0.5332431030273438, 0.9639795379638672, 0.1750201416015625]",-912.0623612602433,"[0.4868265533447266, 0.996234848022461, 0.6329053039550782]",-881.703371361585,"[0.10398529052734375, 0.9726988372802734, 0.6908612060546875]",-919.7135805247232,"[0.4477421417236328, 0.9887960052490234, 0.6589717407226563]",-921.863165990377,"[0.4799974517822266, 0.996234848022461, 0.6441092987060547]",-374.9312606319435,"[0.1725049591064453, 0.9958994903564453, 0.14898419189453124]",-922.5685523871202,"[0.16456307983398438, 0.9944361114501953, 0.6483622436523437]",-911.3687444004322,"[0.42431283569335937, 0.9902593841552735, 0.6724165344238281]",-918.6204735679777,"[0.2619082641601562, 0.9961433868408203, 0.64830126953125]",-933.307711694,"[0.22126901245117186, 0.9961586303710938, 0.6348564758300781]",-858.3426501594403,"[0.3931703033447266, 0.93366015625, 0.64732568359375]",-923.6589554079308,"[0.3537505340576172, 0.9960824127197265, 0.6446123352050781]",-915.1520486689823,"[0.4983506622314453, 0.9954116973876953, 0.6478134765625]",-918.3505938651455,"[0.5960312042236328, 0.9951220703125, 0.6457708435058593]",-455.1450776564315,"[0.5335937042236328, 0.49460075378417967, 0.6470208129882813]",-928.9585716196688,"[0.22142144775390626, 0.9960519256591797, 0.6564108276367188]",-616.668415485931,"[0.2355522003173828, 0.9641929473876953, 0.5197068481445313]",-940.5306939103658,"[0.27774629211425783, 0.9999542694091796, 0.6419599609375]",-918.067476966724,"[0.45072987365722655, 0.9961586303710938, 0.6439111328125]",-919.213258387486,"[0.49415869140625, 0.9961433868408203, 0.6547645263671875]",-906.304740466197,"[0.9817687377929688, 0.9999542694091796, 0.6948245239257812]",-935.5439059554383,"[0.47121717834472654, 0.9997103729248047, 0.6458623046875]",-910.6183138951089,"[0.22811335754394532, 0.9997408599853516, 0.6781785888671875]",-924.6590088658733,"[0.22925662231445312, 0.9971037292480469, 0.6449172058105469]",-927.4103978998094,"[0.720387924194336, 0.9990549011230468, 0.6450239105224609]",-906.3603680496049,"[0.11948796081542969, 0.9992835540771484, 0.6450086669921875]",-931.353903578366,"[0.10381761169433594, 0.9990396575927735, 0.6469903259277344]",-903.5954737613937,"[0.47121717834472654, 0.9840857543945313, 0.631228515625]",-910.8344719871723,"[0.7207080383300781, 0.9990549011230468, 0.6453897552490234]",-923.1782533918699,"[0.9701836547851562, 0.9994512329101563, 0.6451611022949219]",-912.2894948815658,"[0.4861253509521484, 0.9795431823730468, 0.652828598022461]",-923.9720400268652,"[0.6890472259521484, 0.9990549011230468, 0.6469598388671876]",-936.1584473968028,"[0.7216836242675781, 0.9982012634277344, 0.6474933624267578]",-916.3818439627806,"[0.34608303833007814, 0.9992987976074219, 0.6558773040771484]",-901.1397944913089,"[0.3457476806640625, 0.9837351531982422, 0.6438196716308594]",-901.5142885916699,"[0.7232384643554688, 0.9678666381835938, 0.648651870727539]",-784.295480777448,"[0.7236347961425781, 0.8727470092773437, 0.6773706817626953]",-941.8686014526081,"[0.2429148254394531, 0.9992987976074219, 0.6483470001220704]",-838.082247376617,"[0.7235738220214843, 0.9970732421875, 0.7106930389404297]",-925.1704149922359,"[0.6611972961425782, 0.9913111877441406, 0.6483470001220704]",-930.0236176454825,"[0.24100938415527343, 0.9998170776367188, 0.64537451171875]",-374.20812565040575,"[0.7236195526123047, 0.998887222290039, 0.21666546630859376]",-923.7624970115331,"[0.6497646484375, 0.9942989196777344, 0.6441702728271484]",-932.2526763044455,"[0.6497798919677734, 0.994390380859375, 0.65513037109375]",-660.6872773711037,"[0.6341705169677735, 0.9984146728515625, 0.5222830047607422]",-930.6050499607422,"[0.7265767974853515, 0.9992378234863282, 0.6468988647460937]",-892.4858994625066,"[0.22125376892089843, 0.9679276123046875, 0.646837890625]",-931.6155941998021,"[0.13425894165039062, 0.998048828125, 0.6430117645263672]",-932.262503251862,"[0.6310455932617187, 0.9952135314941406, 0.6459080352783203]",-918.7918513271221,"[0.5014908294677735, 0.9984451599121094, 0.6469750823974609]",-821.4251309675628,"[0.6544901428222656, 0.8743018493652344, 0.6459080352783203]",-925.6211712103116,"[0.21974465942382812, 0.9998170776367188, 0.6471580047607421]",-907.4391173421344,"[0.6386521148681641, 0.998048828125, 0.6480726165771484]",-922.0353243652579,"[0.21742764282226562, 0.998048828125, 0.6537736968994141]",-847.8457950865949,"[0.96487890625, 0.9951678009033204, 0.7149612274169922]",-915.2303266771138,"[0.5511542510986328, 0.9996646423339843, 0.6464263153076172]",-915.9482244548923,"[0.6537432098388671, 0.9998475646972657, 0.6559382781982422]",-692.9515280378547,"[0.1001439208984375, 0.7492744140625, 0.6531944427490234]",-935.9343303864703,"[0.10031159973144531, 0.9998323211669922, 0.64927685546875]",-872.6553647956488,"[0.8185867462158203, 0.9502451171875, 0.6274023895263672]",-906.8458957210429,"[0.972820785522461, 0.9998475646972657, 0.6551456146240234]",-928.1088938569847,"[0.10031159973144531, 0.9995426940917969, 0.646837890625]",-912.2589029161104,"[0.994497085571289, 0.9996646423339843, 0.6549626922607422]",-930.0431224524629,"[0.09628730773925781, 0.9999542694091796, 0.6447190399169922]",-911.747249618509,"[0.10363468933105469, 0.9920276336669922, 0.654749282836914]",-918.1010195314248,"[0.5356058502197265, 0.9977134704589844, 0.6531944427490234]",-897.605557659868,"[0.9488274688720704, 0.9999542694091796, 0.6556334075927734]",-911.0831390986914,"[0.12087512207031251, 0.9991768493652343, 0.6463958282470703]",-923.5496754538891,"[0.17732191467285155, 0.9999085388183594, 0.6551456146240234]",-935.0845443659931,"[0.7314242401123047, 0.9996646423339843, 0.640115493774414]",-931.1045773511913,"[0.197824462890625, 0.9999847564697265, 0.64537451171875]",-929.4335482926514,"[0.6620814208984375, 0.9999237823486328, 0.65269140625]",-920.3101173428921,"[0.9743298950195313, 0.9999695129394531, 0.6514871673583984]",-915.8465473336889,"[0.10235423278808593, 0.9995884246826172, 0.6552065887451172]",-907.5147777164925,"[0.614506362915039, 0.9821650695800781, 0.65220361328125]",-928.2217744324281,"[0.786239974975586, 0.9994817199707031, 0.6370972747802734]",-361.36969554672237,"[0.7002817077636718, 0.9840552673339844, 0.9051699981689453]",-928.8242904292558,"[0.45053170776367185, 0.9996646423339843, 0.6554199981689454]",-919.7137429632697,"[0.4542816162109375, 0.9999695129394531, 0.6561669311523437]",-919.7043172511211,"[0.4894027099609375, 0.9999695129394531, 0.6562126617431641]",-939.9013583520389,"[0.5949184265136719, 0.9996951293945312, 0.6556791381835938]",-903.7995940750639,"[0.06618133544921875, 0.9960061950683594, 0.6502829284667969]",-924.4027299033722,"[0.09546415710449219, 0.9998475646972657, 0.6447647705078124]",-905.773250733432,"[0.11493014526367187, 0.9995731811523437, 0.645481216430664]",-933.0214956504059,"[0.10761325073242188, 0.9918599548339844, 0.6483317565917969]",-922.48618638439,"[0.23939356994628908, 0.9996036682128906, 0.6542310028076171]",-945.944323137973,"[0.7207842559814454, 0.9999542694091796, 0.65415478515625]",-919.2856961178259,"[0.6110308380126953, 0.9968141021728516, 0.6502676849365234]",-667.829284847651,"[0.8173672637939453, 0.999862808227539, 0.5293712463378907]",-927.613942614239,"[0.5985311431884766, 0.999862808227539, 0.6485756530761718]",-907.1739380172112,"[0.567678237915039, 0.9956708374023437, 0.650633529663086]"
2,-737.6039125288999,"[0.6747030639648437, 0.8055077972412109, 0.6908612060546875]",-430.2473018002626,"[0.504158447265625, 0.48972282409667967, 0.6942300262451172]",-722.1755220169769,"[0.23776251220703126, 0.805751693725586, 0.6908612060546875]",-784.9673891837562,"[0.48147607421875, 0.9492847747802734, 0.5659862060546875]",-851.919491364953,"[0.3540858917236328, 0.9921038513183593, 0.7051139068603516]",-903.4522275667505,"[0.5960312042236328, 0.9648941497802734, 0.6598863525390625]",-363.93244161071834,"[0.2916483917236328, 0.9643148956298828, 0.1969708251953125]",-863.8834604372296,"[0.41755995178222655, 0.9257640075683594, 0.6418989868164062]",-896.2108069761026,"[0.9471201934814453, 0.9961128997802734, 0.631228515625]",-880.4010259549381,"[0.5960312042236328, 0.98780517578125, 0.6116558227539063]",-926.5764533827526,"[0.22128425598144533, 0.9882015075683593, 0.6456793823242187]",-914.4696332913395,"[0.4799974517822266, 0.9980640716552734, 0.6270670318603515]",-915.100794886553,"[0.35414686584472654, 0.9883082122802734, 0.6574473876953125]",-915.108144327764,"[0.4799974517822266, 0.9983384552001953, 0.6483774871826172]",-904.5034978569087,"[0.48629302978515626, 0.996234848022461, 0.6283170013427735]",-911.6950122943199,"[0.4232610321044922, 0.9927288360595703, 0.6469750823974609]",-933.8245983529167,"[0.3228823852539062, 0.9969970245361328, 0.6548255004882813]",-924.5909885091108,"[0.43969355773925783, 0.9958994903564453, 0.6457403564453125]",-937.5754862600269,"[0.22128425598144533, 0.9998018341064453, 0.6329967651367188]",-921.4326440878781,"[0.43993745422363284, 0.9958842468261718, 0.6564108276367188]",-923.0824978498904,"[0.22079646301269532, 0.9997865905761719, 0.62781396484375]",-925.0890951295753,"[0.22142144775390626, 0.995853759765625, 0.6564108276367188]",-899.3135772809629,"[0.09651596069335938, 0.9951678009033204, 0.6483622436523437]",-458.43126704497456,"[0.49353370666503904, 0.5002865905761719, 0.6454964599609375]",-946.1580184520396,"[0.22861639404296874, 0.9961433868408203, 0.6469598388671876]",-690.2986038078374,"[0.3189647979736328, 0.7493049011230469, 0.64830126953125]",-913.5324638025608,"[0.03558757019042969, 0.9997103729248047, 0.6421428833007813]",-918.5838602085709,"[0.45100425720214843, 0.9980945587158203, 0.6484994354248047]",-921.4150867724077,"[0.326114013671875, 0.9961433868408203, 0.6302529296875]",-916.7902530110266,"[0.44780311584472654, 0.9964482574462891, 0.631228515625]",-929.2761767540703,"[0.47836639404296877, 0.9997103729248047, 0.6478134765625]",-909.1998998056868,"[0.22081170654296875, 0.9990701446533203, 0.6469598388671876]",-911.0796572710547,"[0.7475823822021485, 0.9990549011230468, 0.6474476318359375]",-926.692549086598,"[0.11947271728515625, 0.9990701446533203, 0.6463653411865234]",-914.5184531232143,"[0.23216813659667968, 0.9873631134033203, 0.6561364440917968]",-865.8394397327833,"[0.4804242706298828, 0.9371356811523438, 0.6469598388671876]",-899.8878817393065,"[0.7201440277099609, 0.9990549011230468, 0.6464415588378907]",-930.5335203940954,"[0.9698025665283203, 0.9993292846679688, 0.631228515625]",-463.16191279831577,"[0.4085967559814453, 0.5002408599853515, 0.6483165130615235]",-920.4580766349003,"[0.7212415618896484, 0.9992530670166015, 0.6469598388671876]",-924.1431895246476,"[0.4862320556640625, 0.9991158752441406, 0.6484689483642578]",-370.85714952240085,"[0.34602206420898435, 0.9998170776367188, 0.15418223571777342]",-909.7331062451932,"[0.2270005798339844, 0.9980793151855468, 0.6558315734863281]",-904.4362887634492,"[0.15832847595214844, 0.9952440185546875, 0.6444294128417969]",-914.0262496185268,"[0.7205403594970703, 0.9972256774902344, 0.6474781188964843]",-939.8244530289678,"[0.7206775512695313, 0.9991158752441406, 0.6479659118652343]",-857.1496811704657,"[0.2211927947998047, 0.9356418151855469, 0.6558315734863281]",-932.9515954551244,"[0.6895045318603515, 0.9998475646972657, 0.6462738800048828]",-919.2395671022344,"[0.6656788940429688, 0.9992835540771484, 0.6741695404052734]",-924.1814327526615,"[0.7205403594970703, 0.999375015258789, 0.6329053039550782]",-352.8222919460303,"[0.22125376892089843, 0.9958994903564453, 0.8978835906982422]",-919.2592830299218,"[0.24260995483398437, 0.9981707763671875, 0.641228271484375]",-937.3534331080791,"[0.14718545532226562, 0.9955793762207031, 0.6471580047607421]",-925.6014714261569,"[0.988674057006836, 0.9980793151855468, 0.6451458587646485]",-922.2805280012666,"[0.8981427307128906, 0.9993292846679688, 0.6461214447021484]",-914.6884846830986,"[0.47100376892089846, 0.9990244140625, 0.65317919921875]",-942.6728493175664,"[0.15499014282226561, 0.9991920928955078, 0.6519749603271484]",-858.2752934813892,"[0.13149986267089844, 0.9954879150390625, 0.7095955047607422]",-910.6980100724995,"[0.9609003448486328, 0.9984146728515625, 0.642935546875]",-911.4915448188684,"[0.6310455932617187, 0.9945123291015625, 0.6469598388671876]",-909.5800137662155,"[0.14718545532226562, 0.9982012634277344, 0.642935546875]",-912.0542031652532,"[0.09514404296875, 0.9990549011230468, 0.6481335906982422]",-928.7013556877981,"[0.12767373657226563, 0.9991768493652343, 0.6469141082763672]",-915.9597532674859,"[0.47620181274414064, 0.998048828125, 0.643179443359375]",-910.8179530876486,"[0.19768727111816406, 0.9970884857177734, 0.6449629364013671]",-916.6862540741819,"[0.47338175964355467, 0.9991768493652343, 0.6469141082763672]",-930.5758392920225,"[0.07128791809082032, 0.9970732421875, 0.6489719848632812]",-923.1636854196386,"[0.5355143890380859, 0.9991920928955078, 0.6468531341552735]",-921.9550655705923,"[0.022996414184570314, 0.9999542694091796, 0.6781328582763672]",-918.3832589325058,"[0.35096096801757815, 0.9990244140625, 0.6531944427490234]",-922.6129561695657,"[0.11384785461425781, 0.9997408599853516, 0.6312590026855469]",-822.032104501654,"[0.9307943725585938, 0.8750335388183593, 0.6547187957763672]",-936.4794686584199,"[0.16588926696777342, 0.9999847564697265, 0.6556486511230468]",-932.8914356872884,"[0.22433296203613282, 0.9996646423339843, 0.65269140625]",-933.2739491420192,"[0.4270109405517578, 0.9999847564697265, 0.6514871673583984]",-927.017738777249,"[0.09854335021972656, 0.9995426940917969, 0.6455269470214844]",-413.76750651855224,"[0.5336546783447266, 0.43778811645507815, 0.6463805847167968]",-924.0419084494011,"[0.4935489501953125, 0.9991768493652343, 0.6534383392333984]",-912.3703991400687,"[0.23652778625488283, 0.9998018341064453, 0.6409996185302734]",-925.6859791491676,"[0.22410430908203124, 0.9991463623046875, 0.6547340393066406]",-901.2675798363438,"[0.1062413330078125, 0.998887222290039, 0.6556334075927734]",-376.3315297985066,"[0.23953076171875, 0.9996189117431641, 0.14392333984375]",-924.4837858067557,"[0.23902772521972657, 0.9994817199707031, 0.6514871673583984]",-926.7804863269882,"[0.17317567443847656, 0.9972866516113281, 0.6385758972167969]",-924.4553081529156,"[0.8643783111572265, 0.9966464233398438, 0.646456802368164]",-845.3883528424642,"[0.5983329772949219, 0.9996189117431641, 0.7186044311523437]",-931.4059078306949,"[0.49434161376953123, 0.9999695129394531, 0.6515633850097656]",-936.9501603603122,"[0.06628804016113281, 0.9996189117431641, 0.6562126617431641]",-933.8611613727816,"[0.06433686828613282, 0.9995884246826172, 0.6494902648925781]",-915.1673130125371,"[0.4972073974609375, 0.9979573669433593, 0.6405575561523438]",-921.0159945077135,"[0.24376846313476563, 0.9996951293945312, 0.6495664825439453]",-924.3194613195741,"[0.08287300109863281, 0.9995731811523437, 0.64147216796875]",-931.9473896260621,"[0.03299617004394531, 0.9996036682128906, 0.6522341003417969]",-923.1280356562077,"[0.11919833374023438, 0.9956708374023437, 0.6561669311523437]",-930.2892175656916,"[0.19299226379394532, 0.9996036682128906, 0.6756938934326172]",-374.6078681774145,"[0.5597973327636718, 0.9999542694091796, 0.9020450744628906]",-933.919873048327,"[0.5334717559814454, 0.9999542694091796, 0.65415478515625]",-937.5097754488287,"[0.22378419494628907, 0.9968141021728516, 0.6346583099365234]",-902.8776971754716,"[0.8339522247314453, 0.984009536743164, 0.6263658294677734]",-924.7869729102239,"[0.5673733673095703, 0.9998170776367188, 0.6483774871826172]"
